caregiver_id,shift_id,shift_start,shift_end,status,offered,applied,assigned,cancelled,declined,rejected,unapplied,cancelled_reason,invitation_notes,unavailability,read,last_invited,num_invites_sent
786486,133282754,00:00.0,00:00.0,assigned,17:10.0,NULL,17:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
786542,133077539,00:00.0,00:00.0,assigned,08:00.0,NULL,08:00.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
804743,133258936,00:00.0,00:00.0,cancelled,16:50.6,NULL,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,0,NULL,16:50.6,1
811456,133258936,00:00.0,00:00.0,cancelled,16:50.4,NULL,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,0,NULL,16:50.4,1
815233,133258936,00:00.0,00:00.0,cancelled,16:50.1,NULL,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,0,NULL,16:50.1,1
816671,133258936,00:00.0,00:00.0,cancelled,16:50.4,NULL,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,0,NULL,16:50.5,1
823081,132572759,00:00.0,00:00.0,assigned,50:10.0,NULL,50:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
823123,133121971,00:00.0,00:00.0,assigned,36:00.1,NULL,36:00.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
828398,132561259,00:00.0,00:00.0,assigned,32:27.4,NULL,32:27.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
835454,132545373,00:00.0,00:00.0,assigned,12:01.6,NULL,12:01.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
849375,132481556,00:00.0,00:00.0,assigned,05:44.3,NULL,05:44.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1020605,133307309,00:00.0,00:00.0,assigned,11:11.0,NULL,11:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1067818,132680464,00:00.0,00:00.0,assigned,41:25.0,NULL,41:25.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1085813,132538550,00:00.0,00:00.0,assigned,07:27.0,NULL,07:27.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1088720,132667332,00:00.0,00:00.0,assigned,57:57.4,NULL,57:57.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1098704,133307051,00:00.0,00:00.0,assigned,08:11.0,NULL,08:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1099112,133259206,00:00.0,00:00.0,assigned,11:10.0,NULL,11:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1143911,132685028,00:00.0,00:00.0,assigned,59:23.3,NULL,59:23.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1144766,132227428,00:00.0,00:00.0,assigned,59:04.6,NULL,59:04.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1146482,132574099,00:00.0,00:00.0,assigned,51:44.8,NULL,51:44.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1157146,132903230,00:00.0,00:00.0,assigned,01:36.2,NULL,01:36.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1171196,133676886,00:00.0,00:00.0,assigned,11:10.0,NULL,11:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1172825,131863951,00:00.0,00:00.0,assigned,18:18.2,NULL,18:18.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1173360,131886624,00:00.0,00:00.0,assigned,24:12.5,NULL,24:12.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1173768,132029661,00:00.0,00:00.0,assigned,26:47.0,NULL,26:47.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1174858,132029661,00:00.0,00:00.0,cancelled,21:47.0,NULL,21:47.0,26:47.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
286630,133312278,00:00.0,15:00.0,assigned,32:05.0,NULL,32:05.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
653412,130466329,00:00.0,15:00.0,assigned,26:10.0,NULL,26:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
737892,132785158,00:00.0,15:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
782290,133338362,00:00.0,15:00.0,assigned,56:12.0,NULL,56:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
337351,133529572,00:00.0,30:00.0,assigned,03:40.0,NULL,03:40.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
484889,132512657,00:00.0,30:00.0,assigned,46:10.0,NULL,46:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
520746,132536558,00:00.0,30:00.0,assigned,05:40.0,NULL,05:40.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
659791,132782872,00:00.0,30:00.0,assigned,20:11.0,NULL,20:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
811383,132785789,00:00.0,30:00.0,assigned,29:10.0,NULL,29:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
814178,132785639,00:00.0,30:00.0,assigned,29:10.0,NULL,29:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1147886,133638611,00:00.0,30:00.0,assigned,34:01.4,NULL,34:01.4,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1169415,133053690,00:00.0,30:00.0,assigned,50:10.0,NULL,50:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1173577,131886946,00:00.0,30:00.0,assigned,24:17.2,NULL,24:17.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
337338,133529332,00:00.0,45:00.0,assigned,03:40.0,NULL,03:40.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
545083,132784261,00:00.0,45:00.0,assigned,23:10.0,NULL,23:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
784977,132785372,00:00.0,45:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1080346,133344172,00:00.0,45:00.0,assigned,02:12.0,NULL,02:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1169974,132785095,00:00.0,45:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
242448,132210171,00:00.0,00:00.0,assigned,34:20.0,NULL,34:20.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
516456,133336091,00:00.0,00:00.0,assigned,50:12.0,NULL,50:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
516548,133334790,00:00.0,00:00.0,assigned,47:12.0,NULL,47:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
517655,132644060,00:00.0,00:00.0,assigned,59:00.0,NULL,59:00.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
524797,132479200,00:00.0,00:00.0,assigned,02:32.5,NULL,02:32.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
525603,133673334,00:00.0,00:00.0,assigned,20:11.0,NULL,20:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
525617,133673399,00:00.0,00:00.0,assigned,20:11.0,NULL,20:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
527190,122727595,00:00.0,00:00.0,assigned,53:10.0,NULL,53:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
530767,132756789,00:00.0,00:00.0,rejected,NULL,08:59.4,NULL,NULL,NULL,10:18.1,NULL,NULL,NULL,0,NULL,NULL,NULL
531283,133627051,00:00.0,00:00.0,cancelled,38:10.0,NULL,38:10.0,17:10.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
553298,132366061,00:00.0,00:00.0,assigned,47:10.0,NULL,47:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
577250,133674195,00:00.0,00:00.0,assigned,20:11.0,NULL,20:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
606773,124564656,00:00.0,00:00.0,assigned,29:13.0,NULL,29:13.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
652462,132418707,00:00.0,00:00.0,assigned,35:11.0,NULL,35:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
710765,131838970,00:00.0,00:00.0,assigned,38:20.0,NULL,38:20.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
755893,134419658,00:00.0,00:00.0,assigned,08:04.3,NULL,08:04.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
789535,132363628,00:00.0,00:00.0,assigned,11:10.0,NULL,11:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
793748,132566266,00:00.0,00:00.0,assigned,42:20.0,NULL,42:20.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
797262,132756789,00:00.0,00:00.0,assigned,10:18.1,NULL,10:18.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
798691,132512926,00:00.0,00:00.0,assigned,46:10.0,NULL,46:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
813924,132785632,00:00.0,00:00.0,assigned,29:10.0,NULL,29:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
815332,133627051,00:00.0,00:00.0,assigned,17:10.0,NULL,17:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
818163,132573105,00:00.0,00:00.0,assigned,50:39.6,NULL,50:39.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
827279,133342364,00:00.0,00:00.0,assigned,59:12.0,NULL,59:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
835872,133338162,00:00.0,00:00.0,assigned,56:12.0,NULL,56:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
841560,132547183,00:00.0,00:00.0,assigned,12:50.6,NULL,12:50.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1041948,132794594,00:00.0,00:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1051171,132367879,00:00.0,00:00.0,assigned,50:10.0,NULL,50:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1105513,133356466,00:00.0,00:00.0,assigned,21:45.0,NULL,21:45.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1114902,132367120,00:00.0,00:00.0,assigned,44:10.0,NULL,44:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1122282,132341431,00:00.0,00:00.0,assigned,03:36.5,NULL,03:36.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1141027,132516735,00:00.0,00:00.0,assigned,50:22.5,NULL,50:22.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1144893,132227650,00:00.0,00:00.0,assigned,59:11.6,NULL,59:11.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1147151,132559939,00:00.0,00:00.0,assigned,30:05.0,NULL,30:05.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1148515,132526210,00:00.0,00:00.0,assigned,56:32.7,NULL,56:32.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1154794,132899327,00:00.0,00:00.0,assigned,57:31.7,NULL,57:31.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1157545,132901254,00:00.0,00:00.0,cancelled,58:30.0,NULL,58:30.0,10:06.1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1157710,132895090,00:00.0,00:00.0,assigned,48:47.1,NULL,48:47.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1166439,133343941,00:00.0,00:00.0,assigned,02:12.0,NULL,02:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1172786,132670510,00:00.0,00:00.0,assigned,41:27.8,NULL,41:27.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1173392,131944779,00:00.0,00:00.0,assigned,57:20.3,NULL,57:20.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1173499,131944779,00:00.0,00:00.0,cancelled,55:24.4,NULL,55:24.4,57:20.3,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1203579,132901254,00:00.0,00:00.0,assigned,10:06.1,NULL,10:06.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
640346,133343983,00:00.0,15:00.0,assigned,02:12.0,NULL,02:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
816365,133343878,00:00.0,15:00.0,assigned,02:12.0,NULL,02:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
606689,128247490,00:00.0,30:00.0,assigned,05:12.0,NULL,05:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
606745,132291381,00:00.0,30:00.0,cancelled,26:11.0,NULL,26:11.0,26:14.9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1144491,132227243,00:00.0,30:00.0,assigned,59:00.9,NULL,59:00.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1155390,132889851,00:00.0,30:00.0,assigned,44:23.1,NULL,44:23.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
545087,132783306,00:00.0,45:00.0,assigned,14:11.0,NULL,14:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
545088,132783306,00:00.0,45:00.0,cancelled,20:11.0,NULL,20:11.0,14:11.0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1106098,132390425,00:00.0,45:00.0,assigned,39:22.5,NULL,39:22.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
242469,132209800,00:00.0,00:00.0,assigned,34:20.0,NULL,34:20.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
256927,131183705,00:00.0,00:00.0,assigned,53:13.0,NULL,53:13.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
505347,132963126,00:00.0,00:00.0,assigned,56:10.0,NULL,56:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
516793,133344637,00:00.0,00:00.0,assigned,05:12.0,NULL,05:12.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
516922,132793782,00:00.0,00:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
518325,133556268,00:00.0,00:00.0,assigned,46:04.2,NULL,46:04.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
606839,123865018,00:00.0,00:00.0,assigned,05:11.0,NULL,05:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
653275,132515363,00:00.0,00:00.0,assigned,49:33.9,NULL,49:33.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
703319,132515065,00:00.0,00:00.0,assigned,49:27.6,NULL,49:27.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
709614,132785716,00:00.0,00:00.0,assigned,29:10.0,NULL,29:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
753777,132526767,00:00.0,00:00.0,assigned,57:22.8,NULL,57:22.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
800397,132145808,00:00.0,00:00.0,assigned,49:33.5,NULL,49:33.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
800714,132144999,00:00.0,00:00.0,assigned,48:56.6,NULL,48:56.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
802247,132515178,00:00.0,00:00.0,assigned,49:30.0,NULL,49:30.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
812835,133560710,00:00.0,00:00.0,assigned,44:00.8,NULL,44:00.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
827079,132316852,00:00.0,00:00.0,cancelled,19:16.9,NULL,19:16.9,40:06.2,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
842460,132535793,00:00.0,00:00.0,assigned,06:27.7,NULL,06:27.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1068192,132794661,00:00.0,00:00.0,assigned,29:10.0,NULL,29:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1098927,132576141,00:00.0,00:00.0,assigned,54:43.9,NULL,54:43.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1168552,132316852,00:00.0,00:00.0,assigned,54:03.3,NULL,54:03.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1171231,134118503,00:00.0,00:00.0,assigned,17:15.0,NULL,17:15.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1175533,133558118,00:00.0,00:00.0,assigned,47:59.5,NULL,47:59.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1196953,133136173,00:00.0,00:00.0,assigned,32:22.5,NULL,32:22.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1199291,133206523,00:00.0,00:00.0,assigned,29:35.1,NULL,29:35.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
652491,132418954,00:00.0,15:00.0,assigned,35:11.0,NULL,35:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
1171207,133949308,00:00.0,15:00.0,assigned,47:11.0,NULL,47:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
639342,132485309,00:00.0,00:00.0,assigned,09:45.8,NULL,09:45.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
822383,132539166,00:00.0,00:00.0,assigned,08:03.1,NULL,08:03.1,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
783539,133939532,00:00.0,00:00.0,assigned,32:10.0,NULL,32:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531057,133582124,00:00.0,00:00.0,assigned,47:10.0,NULL,47:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
531345,131958452,00:00.0,00:00.0,assigned,41:10.0,NULL,41:10.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
669895,132569540,00:00.0,00:00.0,assigned,46:08.5,NULL,46:08.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
811903,133624607,00:00.0,00:00.0,assigned,50:11.0,NULL,50:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
307732,132250851,00:00.0,00:00.0,assigned,33:45.3,NULL,33:45.3,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
604334,132278174,00:00.0,00:00.0,assigned,35:24.7,NULL,30:19.5,36:11.9,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
625642,132305342,00:00.0,00:00.0,assigned,43:31.7,NULL,43:31.7,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
694290,133064990,00:00.0,30:00.0,assigned,26:11.0,NULL,26:11.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
2519,132609153,00:00.0,00:00.0,assigned,56:29.6,NULL,56:29.6,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3869,132609230,00:00.0,00:00.0,assigned,56:33.0,NULL,56:33.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
3970,132602095,00:00.0,00:00.0,assigned,52:57.8,NULL,52:57.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
4018,133576957,00:00.0,00:00.0,assigned,16:11.8,NULL,16:11.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
8457,132606889,00:00.0,00:00.0,assigned,55:34.5,NULL,55:34.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
9774,133069322,00:00.0,00:00.0,assigned,58:11.5,NULL,58:11.5,NULL,NULL,NULL,NULL,NULL,NULL,0,23:28.8,NULL,NULL
61803,132832941,00:00.0,00:00.0,cancelled,11:13.8,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:13.8,1
69654,132972344,00:00.0,00:00.0,assigned,07:05.0,NULL,07:05.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
110991,132910590,00:00.0,00:00.0,assigned,46:03.2,NULL,46:03.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
127357,132760361,00:00.0,00:00.0,unapplied,11:45.6,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:45.6,1
188302,133931363,00:00.0,00:00.0,cancelled,40:08.6,NULL,40:08.6,11:59.1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
192934,132619621,00:00.0,00:00.0,assigned,08:18.9,NULL,08:18.9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
192952,131956254,00:00.0,00:00.0,assigned,52:06.2,NULL,52:06.2,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
192999,132617462,00:00.0,00:00.0,assigned,01:26.5,NULL,01:26.5,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
198631,132649935,00:00.0,00:00.0,assigned,11:28.2,NULL,11:28.2,NULL,NULL,NULL,NULL,NULL,NULL,0,21:51.7,NULL,NULL
244626,128978698,00:00.0,00:00.0,assigned,04:08.8,NULL,04:08.8,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
244949,128978698,00:00.0,00:00.0,cancelled,16:00.6,NULL,16:00.6,48:02.8,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
246226,128960243,00:00.0,00:00.0,assigned,53:21.7,NULL,41:38.2,11:27.5,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
248628,132972131,00:00.0,00:00.0,assigned,07:05.0,NULL,07:05.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
260261,132401822,00:00.0,00:00.0,assigned,44:05.0,NULL,44:05.0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
263076,132760361,00:00.0,00:00.0,unapplied,11:37.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:37.9,1
263110,132760361,00:00.0,00:00.0,unapplied,11:45.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:45.9,1
263111,132760361,00:00.0,00:00.0,unapplied,11:46.0,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.1,1
263121,132832941,00:00.0,00:00.0,cancelled,11:03.6,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:03.6,1
263128,132832941,00:00.0,00:00.0,cancelled,11:14.1,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:14.1,1
263130,132760361,00:00.0,00:00.0,unapplied,11:46.2,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.2,1
263204,132760361,00:00.0,00:00.0,unapplied,11:46.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.3,1
263295,132832941,00:00.0,00:00.0,cancelled,11:14.3,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:14.3,1
263314,132760361,00:00.0,00:00.0,unapplied,11:46.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.4,1
263317,132832941,00:00.0,00:00.0,cancelled,11:14.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:14.5,1
263381,132760361,00:00.0,00:00.0,unapplied,11:46.5,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.5,1
263414,132832941,00:00.0,00:00.0,cancelled,10:58.5,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,10:58.5,1
263423,132760361,00:00.0,00:00.0,unapplied,11:46.6,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.6,1
263464,132760361,00:00.0,00:00.0,unapplied,11:46.7,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.7,1
263475,132760361,00:00.0,00:00.0,unapplied,11:30.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:30.4,1
263483,132760361,00:00.0,00:00.0,unapplied,11:46.8,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:46.8,1
263494,132760361,00:00.0,00:00.0,unapplied,11:36.9,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:36.9,1
263532,132832941,00:00.0,00:00.0,cancelled,11:04.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:04.0,1
263548,132832941,00:00.0,00:00.0,cancelled,11:14.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:14.7,1
263551,132760361,00:00.0,00:00.0,unapplied,11:47.0,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:47.0,1
263599,132760361,00:00.0,00:00.0,unapplied,11:47.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,41:11.4,11:47.3,1
263621,132760361,00:00.0,00:00.0,unapplied,11:47.4,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:47.4,1
263718,132832941,00:00.0,00:00.0,cancelled,11:15.0,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,08:36.5,11:15.0,1
263726,132760361,00:00.0,00:00.0,unapplied,11:35.3,NULL,NULL,43:47.9,NULL,NULL,44:10.4,NULL,NULL,0,NULL,11:35.3,1
263833,132832941,00:00.0,00:00.0,cancelled,11:15.7,NULL,NULL,58:12.3,NULL,NULL,NULL,NULL,NULL,0,NULL,11:15.7,1
